5.000000000000000000e-01,-1.345570385456085205e-02,0.000000000000000000e+00
4.999951720237731934e-01,-7.873439043760299683e-02,2.201529452577233315e-03
4.999806284904479980e-01,-8.829563111066818237e-02,4.403016529977321625e-03
4.999563992023468018e-01,-1.628334224224090576e-01,6.604418158531188965e-03
4.999224543571472168e-01,-1.112937703728675842e-01,8.805691264569759369e-03
4.998788535594940186e-01,-1.186310574412345886e-01,1.100679393857717514e-02
4.998255372047424316e-01,-5.977162718772888184e-02,1.320768333971500397e-02
4.997625350952148438e-01,-9.843382984399795532e-02,1.540831662714481354e-02
4.996898472309112549e-01,-1.392214000225067139e-01,1.760865189135074615e-02
4.996074736118316650e-01,-1.864279061555862427e-01,1.980864442884922028e-02
4.995154142379760742e-01,-3.441070020198822021e-02,2.200825326144695282e-02
4.994136691093444824e-01,-8.799061179161071777e-03,2.420743554830551147e-02
4.993022382259368896e-01,-1.047946587204933167e-01,2.640615031123161316e-02
4.991811215877532959e-01,-5.334924161434173584e-02,2.860435098409652710e-02
4.990503191947937012e-01,-8.611708879470825195e-02,3.080199658870697021e-02
4.989098608493804932e-01,-7.513529062271118164e-02,3.299904987215995789e-02
4.987597465515136719e-01,-1.591573804616928101e-01,3.519545868039131165e-02
4.985999464988708496e-01,-1.065913811326026917e-01,3.739118203520774841e-02
4.984304606914520264e-01,-1.561190187931060791e-01,3.958618640899658203e-02
4.982513487339019775e-01,-2.051845192909240723e-03,4.178042337298393250e-02
4.980625510215759277e-01,-1.615500450134277344e-01,4.397384822368621826e-02
4.978640973567962646e-01,-1.440357118844985962e-01,4.616641625761985779e-02
4.976559877395629883e-01,-4.278056323528289795e-02,4.835809767246246338e-02
4.974382519721984863e-01,-7.455387711524963379e-02,5.054884031414985657e-02
4.972108602523803711e-01,-3.377923369407653809e-02,5.273859575390815735e-02
4.969738423824310303e-01,-1.445961296558380127e-01,5.492733418941497803e-02
4.967271685600280762e-01,-7.508935779333114624e-02,5.711500719189643860e-02
4.964708685874938965e-01,-3.368858993053436279e-02,5.930157378315925598e-02
4.962049424648284912e-01,-4.948380589485168457e-02,6.148698925971984863e-02
4.959294199943542480e-01,-1.870037913322448730e-01,6.367120891809463501e-02
4.956442415714263916e-01,-9.472519159317016602e-03,6.585420668125152588e-02
4.953494966030120850e-01,-8.533418178558349609e-03,6.803591549396514893e-02
4.950451254844665527e-01,-1.943320482969284058e-01,7.021630555391311646e-02
4.947311580181121826e-01,-9.176819771528244019e-02,7.239533960819244385e-02
4.944075942039489746e-01,-1.938542425632476807e-01,7.457296550273895264e-02
4.940744638442993164e-01,-8.010679483413696289e-02,7.674915343523025513e-02
4.937317371368408203e-01,-1.159328222274780273e-02,7.892384380102157593e-02
4.933794438838958740e-01,-7.531876862049102783e-02,8.109700679779052734e-02
4.930175840854644775e-01,-7.777111977338790894e-02,8.326860517263412476e-02
4.926461577415466309e-01,-1.340371072292327881e-01,8.543858677148818970e-02
4.922651946544647217e-01,-1.316272318363189697e-01,8.760690689086914062e-02
4.918746948242187500e-01,-5.885407328605651855e-02,8.977352827787399292e-02
4.914746582508087158e-01,-1.333732903003692627e-01,9.193840622901916504e-02
4.910650849342346191e-01,-3.932864964008331299e-02,9.410151094198226929e-02
4.906459748744964600e-01,-1.711867898702621460e-01,9.626279026269912720e-02
4.902173876762390137e-01,-1.667482405900955200e-01,9.842219948768615723e-02
4.897792637348175049e-01,-1.265316903591156006e-01,1.005797013640403748e-01
4.893316626548767090e-01,-1.011310815811157227e-01,1.027352586388587952e-01
4.888745546340942383e-01,-3.275442123413085938e-02,1.048888117074966431e-01
4.884079992771148682e-01,-8.093246072530746460e-02,1.070403382182121277e-01
4.879319667816162109e-01,-2.972513437271118164e-03,1.091897860169410706e-01
4.874464571475982666e-01,-1.762547940015792847e-01,1.113371253013610840e-01
4.869515001773834229e-01,-7.122403383255004883e-02,1.134823039174079895e-01
4.864471256732940674e-01,-1.098337993025779724e-01,1.156252771615982056e-01
4.859333038330078125e-01,-1.611366868019104004e-03,1.177660152316093445e-01
4.854100644588470459e-01,-3.629794716835021973e-02,1.199044659733772278e-01
4.848774075508117676e-01,-1.673218607902526855e-02,1.220405921339988708e-01
4.843353629112243652e-01,-1.252303719520568848e-01,1.241743564605712891e-01
4.837839007377624512e-01,-1.790847033262252808e-01,1.263056993484497070e-01
4.832230806350708008e-01,-1.732394695281982422e-01,1.284346133470535278e-01
4.826529026031494141e-01,-1.562536656856536865e-01,1.305610388517379761e-01
4.820733666419982910e-01,-1.193030178546905518e-02,1.326849013566970825e-01
4.814844727516174316e-01,-9.352570027112960815e-02,1.348062306642532349e-01
4.808862507343292236e-01,-9.422525763511657715e-03,1.369249075651168823e-01
4.802786707878112793e-01,-1.541981399059295654e-01,1.390409618616104126e-01
4.796618223190307617e-01,-7.504040002822875977e-02,1.411543190479278564e-01
4.790356755256652832e-01,-1.967973560094833374e-01,1.432649195194244385e-01
4.784002304077148438e-01,-1.035493612289428711e-01,1.453727632761001587e-01
4.777554869651794434e-01,-1.958049833774566650e-01,1.474777609109878540e-01
4.771015048027038574e-01,-8.884286135435104370e-02,1.495799273252487183e-01
4.764382839202880859e-01,-7.878626883029937744e-02,1.516791880130767822e-01
4.757657945156097412e-01,-1.612351834774017334e-02,1.537754982709884644e-01
4.750841259956359863e-01,-7.660835981369018555e-03,1.558688282966613770e-01
4.743931889533996582e-01,-7.303071022033691406e-02,1.579591482877731323e-01
4.736931025981903076e-01,-1.645086705684661865e-02,1.600463986396789551e-01
4.729838073253631592e-01,-1.449466198682785034e-01,1.621305495500564575e-01
4.722653627395629883e-01,-9.612631797790527344e-02,1.642115563154220581e-01
4.715377390384674072e-01,-4.907989501953125000e-02,1.662893593311309814e-01
4.708009958267211914e-01,-1.217263340950012207e-01,1.683639734983444214e-01
4.700551331043243408e-01,-1.680961996316909790e-01,1.704352945089340210e-01
4.693001210689544678e-01,-1.382377892732620239e-01,1.725033223628997803e-01
4.685360193252563477e-01,-1.840766817331314087e-01,1.745680123567581177e-01
4.677628576755523682e-01,-5.496047437191009521e-02,1.766293048858642578e-01
4.669806063175201416e-01,-6.971554458141326904e-02,1.786871850490570068e-01
4.661893248558044434e-01,-1.249642893671989441e-01,1.807415932416915894e-01
4.653889834880828857e-01,-5.829185247421264648e-02,1.827924996614456177e-01
4.645796120166778564e-01,-4.729951918125152588e-02,1.848398745059967041e-01
4.637612700462341309e-01,-9.945654869079589844e-02,1.868836432695388794e-01
4.629338979721069336e-01,-7.423980534076690674e-02,1.889238059520721436e-01
4.620975852012634277e-01,-7.292109727859497070e-02,1.909603029489517212e-01
4.612523019313812256e-01,-1.216393262147903442e-01,1.929930895566940308e-01
4.603980481624603271e-01,-1.257530599832534790e-01,1.950221359729766846e-01
4.595348834991455078e-01,-9.290090948343276978e-02,1.970474123954772949e-01
4.586628377437591553e-01,-2.194322645664215088e-02,1.990688592195510864e-01
4.577818810939788818e-01,-5.597844719886779785e-02,2.010864466428756714e-01
4.568920433521270752e-01,-1.132408007979393005e-01,2.031001299619674683e-01
4.559933543205261230e-01,-1.512823253870010376e-01,2.051098942756652832e-01
4.550858139991760254e-01,-2.361282706260681152e-02,2.071156799793243408e-01
4.541694521903991699e-01,-1.748587340116500854e-01,2.091174274682998657e-01
4.532442986965179443e-01,-1.266456395387649536e-01,2.111151367425918579e-01
4.523103535175323486e-01,-1.667031645774841309e-01,2.131087481975555420e-01
4.513676464557647705e-01,-6.033489108085632324e-02,2.150982320308685303e-01
4.504161775112152100e-01,-1.040227636694908142e-01,2.170835584402084351e-01
4.494559764862060547e-01,-9.443966299295425415e-02,2.190646529197692871e-01
4.484870731830596924e-01,-1.788396388292312622e-01,2.210415154695510864e-01
4.475094676017761230e-01,-1.051980778574943542e-01,2.230140864849090576e-01
4.465231895446777344e-01,-8.190559595823287964e-02,2.249823361635208130e-01
4.455282390117645264e-01,-6.503064930438995361e-02,2.269462198019027710e-01
4.445246756076812744e-01,-1.344378888607025146e-01,2.289057224988937378e-01
4.435124695301055908e-01,-5.024012923240661621e-02,2.308607548475265503e-01
4.424916803836822510e-01,-1.911589801311492920e-01,2.328113317489624023e-01
4.414623081684112549e-01,-1.418239772319793701e-01,2.347573935985565186e-01
4.404243826866149902e-01,-1.712748259305953979e-01,2.366988956928253174e-01
4.393779039382934570e-01,-1.196311116218566895e-01,2.386358231306076050e-01
4.383229017257690430e-01,-5.048760771751403809e-02,2.405681312084197998e-01
4.372594356536865234e-01,-3.715281188488006592e-02,2.424957454204559326e-01
4.361874759197235107e-01,-1.308527588844299316e-02,2.444186657667160034e-01
4.351070523262023926e-01,-9.904050081968307495e-02,2.463368773460388184e-01
4.340181946754455566e-01,-1.113286241888999939e-01,2.482502758502960205e-01
4.329209327697753906e-01,-1.673418581485748291e-01,2.501588761806488037e-01
4.318152666091918945e-01,-1.262470483779907227e-01,2.520626485347747803e-01
4.307012259960174561e-01,-3.099986910820007324e-02,2.539615035057067871e-01
4.295788705348968506e-01,-3.632986545562744141e-02,2.558554410934448242e-01
4.284481406211853027e-01,-9.158135950565338135e-02,2.577444016933441162e-01
4.273091256618499756e-01,-1.599608063697814941e-01,2.596284151077270508e-01
4.261618256568908691e-01,-1.095179095864295959e-01,2.615073621273040771e-01
4.250062704086303711e-01,-1.769099235534667969e-01,2.633812129497528076e-01
4.238424599170684814e-01,-1.107527017593383789e-01,2.652500271797180176e-01
4.226704537868499756e-01,-5.550941824913024902e-02,2.671136260032653809e-01
4.214902222156524658e-01,-1.819742172956466675e-01,2.689720988273620605e-01
4.203018248081207275e-01,-1.712347120046615601e-01,2.708253562450408936e-01
4.191053211688995361e-01,-1.948630362749099731e-01,2.726733088493347168e-01
4.179006516933441162e-01,-1.433828473091125488e-02,2.745160162448883057e-01
4.166878759860992432e-01,-1.065141111612319946e-01,2.763534188270568848e-01
4.154670536518096924e-01,-1.960277557373046875e-02,2.781854271888732910e-01
4.142381548881530762e-01,-5.127081274986267090e-02,2.800120413303375244e-01
4.130012392997741699e-01,-1.674308478832244873e-01,2.818332314491271973e-01
4.117563068866729736e-01,-1.950004547834396362e-01,2.836489975452423096e-01
4.105033874511718750e-01,-1.847911328077316284e-01,2.854592204093933105e-01
4.092425107955932617e-01,-7.767093181610107422e-02,2.872639298439025879e-01
4.079737067222595215e-01,-1.194724813103675842e-01,2.890630662441253662e-01
4.066969752311706543e-01,-1.765426993370056152e-02,2.908565998077392578e-01
4.054123759269714355e-01,-1.407022476196289062e-01,2.926444709300994873e-01
4.041199088096618652e-01,-8.053573220968246460e-02,2.944267094135284424e-01
4.028196334838867188e-01,-1.203985139727592468e-01,2.962032258510589600e-01
4.015115201473236084e-01,-4.710227251052856445e-02,2.979739904403686523e-01
4.001956284046173096e-01,-1.474815607070922852e-01,2.997389733791351318e-01
3.988719880580902100e-01,-1.262166500091552734e-01,3.014981448650360107e-01
3.975405991077423096e-01,-3.554618358612060547e-02,3.032514750957489014e-01
3.962015211582183838e-01,-4.818497598171234131e-02,3.049989640712738037e-01
3.948547542095184326e-01,-1.852473467588424683e-01,3.067404925823211670e-01
3.935003280639648438e-01,-1.279044449329376221e-01,3.084760904312133789e-01
3.921382725238800049e-01,-5.989086627960205078e-02,3.102056980133056641e-01
3.907686173915863037e-01,-1.697753071784973145e-01,3.119293153285980225e-01
3.893913924694061279e-01,-1.576258987188339233e-01,3.136468529701232910e-01
3.880066275596618652e-01,-1.100089326500892639e-01,3.153583109378814697e-01
3.866142928600311279e-01,-1.765723377466201782e-01,3.170636892318725586e-01
3.852145075798034668e-01,-5.688066780567169189e-02,3.187628984451293945e-01
3.838072419166564941e-01,-1.515039056539535522e-01,3.204559087753295898e-01
3.823925256729125977e-01,-3.069804608821868896e-02,3.221427500247955322e-01
3.809704184532165527e-01,-6.717748939990997314e-02,3.238233327865600586e-01
3.795409202575683594e-01,-1.386665105819702148e-01,3.254975974559783936e-01
3.781040310859680176e-01,-1.770624965429306030e-01,3.271656036376953125e-01
3.766598403453826904e-01,-5.959066748619079590e-02,3.288272619247436523e-01
3.752083480358123779e-01,-4.507777094841003418e-02,3.304825127124786377e-01
3.737495839595794678e-01,-7.985762506723403931e-02,3.321313858032226562e-01
3.722835481166839600e-01,-1.615416407585144043e-01,3.337737917900085449e-01
3.708103299140930176e-01,-6.485471129417419434e-02,3.354097604751586914e-01
3.693298995494842529e-01,-1.728264242410659790e-01,3.370391726493835449e-01
3.678423166275024414e-01,-7.955657690763473511e-02,3.386621177196502686e-01
3.663476109504699707e-01,-1.787138432264328003e-01,3.402784466743469238e-01
3.648457825183868408e-01,-4.992112517356872559e-03,3.418881893157958984e-01
3.633368909358978271e-01,-1.951066553592681885e-01,3.434913456439971924e-01
3.618209660053253174e-01,-1.956235319375991821e-01,3.450877964496612549e-01
3.602980077266693115e-01,-1.734165698289871216e-01,3.466775715351104736e-01
3.587680757045745850e-01,-1.446992307901382446e-01,3.482606410980224609e-01
3.572311997413635254e-01,-4.314096271991729736e-02,3.498369157314300537e-01
3.556873798370361328e-01,-6.540748476982116699e-02,3.514064550399780273e-01
3.541366457939147949e-01,-6.094051897525787354e-02,3.529691696166992188e-01
3.525790870189666748e-01,-3.222808241844177246e-02,3.545250296592712402e-01
3.510146737098693848e-01,-1.686678826808929443e-01,3.560740053653717041e-01
3.494434356689453125e-01,-9.671065956354141235e-02,3.576160967350006104e-01
3.478654623031616211e-01,-1.189330369234085083e-01,3.591512441635131836e-01
3.462807238101959229e-01,-2.767178416252136230e-02,3.606794476509094238e-01
3.446892797946929932e-01,-7.978244870901107788e-02,3.622006475925445557e-01
3.430911302566528320e-01,-1.311675906181335449e-01,3.637148141860961914e-01
3.414863646030426025e-01,-1.972801089286804199e-01,3.652219474315643311e-01
3.398749828338623047e-01,-1.471115052700042725e-01,3.667219579219818115e-01
3.382569551467895508e-01,-1.996706426143646240e-02,3.682149350643157959e-01
3.366324305534362793e-01,-9.219496697187423706e-02,3.697007000446319580e-01
3.350013494491577148e-01,-1.049192100763320923e-01,3.711793422698974609e-01
3.333637714385986328e-01,-7.691432535648345947e-02,3.726507723331451416e-01
3.317197263240814209e-01,-1.457845121622085571e-01,3.741149902343750000e-01
3.300692737102508545e-01,-1.281274855136871338e-01,3.755719363689422607e-01
3.284123837947845459e-01,-1.992606371641159058e-01,3.770216107368469238e-01
3.267491757869720459e-01,-9.061876684427261353e-02,3.784639835357666016e-01
3.250796198844909668e-01,-1.651431620121002197e-01,3.798989951610565186e-01
3.234037160873413086e-01,-8.963236957788467407e-02,3.813266754150390625e-01
3.217215836048126221e-01,-5.929875373840332031e-02,3.827469348907470703e-01
3.200332224369049072e-01,-1.252595335245132446e-01,3.841597735881805420e-01
3.183386623859405518e-01,-4.433369636535644531e-02,3.855651617050170898e-01
3.166378736495971680e-01,-8.216172456741333008e-03,3.869630992412567139e-01
3.149310052394866943e-01,-1.708620488643646240e-01,3.883535265922546387e-01
3.132179975509643555e-01,-2.579936385154724121e-02,3.897364139556884766e-01
3.114989101886749268e-01,-1.915354281663894653e-01,3.911117613315582275e-01
3.097738325595855713e-01,-6.827917695045471191e-02,3.924795389175415039e-01
3.080427050590515137e-01,-2.245287597179412842e-02,3.938396573066711426e-01
3.063056170940399170e-01,-1.344506889581680298e-01,3.951922059059143066e-01
3.045625984668731689e-01,-1.023931801319122314e-02,3.965370357036590576e-01
3.028136789798736572e-01,-1.948563456535339355e-01,3.978742063045501709e-01
3.010588586330413818e-01,-1.537686884403228760e-01,3.992036581039428711e-01
2.992982268333435059e-01,-9.993805736303329468e-02,4.005253612995147705e-01
2.975318133831024170e-01,-3.752127289772033691e-02,4.018393158912658691e-01
2.957595884799957275e-01,-1.597799956798553467e-01,4.031454622745513916e-01
2.939816415309906006e-01,-1.604220569133758545e-01,4.044438004493713379e-01
2.921980321407318115e-01,-6.780263781547546387e-02,4.057343006134033203e-01
2.904087007045745850e-01,-1.430170387029647827e-01,4.070169329643249512e-01
2.886137664318084717e-01,-1.552338898181915283e-02,4.082916676998138428e-01
2.868132591247558594e-01,-3.068621456623077393e-02,4.095585048198699951e-01
2.850071787834167480e-01,-8.332794904708862305e-02,4.108173847198486328e-01
2.831955254077911377e-01,-1.336991786956787109e-01,4.120683073997497559e-01
2.813784182071685791e-01,-1.620990484952926636e-01,4.133112430572509766e-01
2.795558869838714600e-01,-1.676349043846130371e-01,4.145461618900299072e-01
2.777278721332550049e-01,-8.813416957855224609e-02,4.157730340957641602e-01
2.758945226669311523e-01,-1.270005255937576294e-01,4.169918596744537354e-01
2.740558087825775146e-01,-1.511834561824798584e-01,4.182025790214538574e-01
2.722117602825164795e-01,-7.503312826156616211e-02,4.194052219390869141e-01
2.703624665737152100e-01,-1.622060835361480713e-01,4.205997288227081299e-01
2.685078978538513184e-01,-1.296465098857879639e-01,4.217860698699951172e-01
2.666482031345367432e-01,-1.719149500131607056e-01,4.229642450809478760e-01
2.647832632064819336e-01,-7.677272707223892212e-02,4.241342246532440186e-01
2.629131972789764404e-01,-1.955784112215042114e-01,4.252959787845611572e-01
2.610380649566650391e-01,-1.031473502516746521e-01,4.264494478702545166e-01
2.591578364372253418e-01,-1.340263783931732178e-01,4.275946915149688721e-01
2.572725713253021240e-01,-8.436460793018341064e-02,4.287316501140594482e-01
2.553823888301849365e-01,-1.974339187145233154e-01,4.298602640628814697e-01
2.534871995449066162e-01,-1.608208268880844116e-01,4.309805631637573242e-01
2.515870928764343262e-01,-1.258447766304016113e-03,4.320925176143646240e-01
2.496821582317352295e-01,-1.400332301855087280e-01,4.331960678100585938e-01
2.477723211050033569e-01,-1.881829947233200073e-01,4.342912435531616211e-01
